ycm_dy_pttop
-5.	-3.5	-1.	1.	0	32.223
-5.	-3.5	-1.	1.	32.223	118.58
-3.5	-3.	-1.5	0	0	15.456
-3.5	-3.	-1.5	0	15.456	24.054
-3.5	-3.	-1.5	0	24.054	32.373
-3.5	-3.	-1.5	0	32.373	43.042
-3.5	-3.	-1.5	0	43.042	57.338
-3.5	-3.	-1.5	0	57.338	203.54
-3.5	-3.	0	0.5	0	9.7097
-3.5	-3.	0	0.5	9.7097	14.08
-3.5	-3.	0	0.5	14.08	17.721
-3.5	-3.	0	0.5	17.721	21.011
-3.5	-3.	0	0.5	21.011	24.218
-3.5	-3.	0	0.5	24.218	27.328
-3.5	-3.	0	0.5	27.328	30.491
-3.5	-3.	0	0.5	30.491	33.697
-3.5	-3.	0	0.5	33.697	36.925
-3.5	-3.	0	0.5	36.925	40.515
-3.5	-3.	0	0.5	40.515	44.493
-3.5	-3.	0	0.5	44.493	48.743
-3.5	-3.	0	0.5	48.743	53.587
-3.5	-3.	0	0.5	53.587	59.426
-3.5	-3.	0	0.5	59.426	66.204
-3.5	-3.	0	0.5	66.204	75.435
-3.5	-3.	0	0.5	75.435	89.734
-3.5	-3.	0	0.5	89.734	204.71
-3.5	-3.	0.5	1.5	0	26.613
-3.5	-3.	0.5	1.5	26.613	43.867
-3.5	-3.	0.5	1.5	43.867	69.726
-3.5	-3.	0.5	1.5	69.726	160.8
-3.	-2.5	-2.	-0.5	0	18.87
-3.	-2.5	-2.	-0.5	18.87	29.985
-3.	-2.5	-2.	-0.5	29.985	43.544
-3.	-2.5	-2.	-0.5	43.544	64.474
-3.	-2.5	-2.	-0.5	64.474	248.33
-3.	-2.5	-0.5	0	0	7.7811
-3.	-2.5	-0.5	0	7.7811	11.431
-3.	-2.5	-0.5	0	11.431	14.34
-3.	-2.5	-0.5	0	14.34	16.921
-3.	-2.5	-0.5	0	16.921	19.367
-3.	-2.5	-0.5	0	19.367	21.705
-3.	-2.5	-0.5	0	21.705	24.11
-3.	-2.5	-0.5	0	24.11	26.301
-3.	-2.5	-0.5	0	26.301	28.663
-3.	-2.5	-0.5	0	28.663	30.906
-3.	-2.5	-0.5	0	30.906	33.285
-3.	-2.5	-0.5	0	33.285	35.715
-3.	-2.5	-0.5	0	35.715	38.252
-3.	-2.5	-0.5	0	38.252	41.027
-3.	-2.5	-0.5	0	41.027	43.712
-3.	-2.5	-0.5	0	43.712	46.489
-3.	-2.5	-0.5	0	46.489	49.827
-3.	-2.5	-0.5	0	49.827	53.142
-3.	-2.5	-0.5	0	53.142	56.747
