0 0 12 12
0 0 12 12
0 0 12 12
0 0 12 12
0 0 12 12
0 0 12 12
0 0 12 12
0 0 12 12
0 0 12 12
0 0 12 12
0 0 12 12
0 0 12 12
12 12 0 0
12 12 0 0
0 0 12 12
0 0 12 12
0 0 12 12
0 0 12 12
0 0 12 12
0 0 12 12
0 0 12 12
0 0 12 12
0 0 12 12
0 0 12 12
12 12 0 0
12 12 0 0
12 12 0 0
12 12 0 0
12 12 0 0
12 12 0 0
12 12 0 0
12 12 0 0
12 12 0 0
12 12 0 0
12 12 0 0
12 12 0 0
0 0 12 12
0 0 12 12
12 12 0 0
12 12 0 0
12 12 0 0
12 12 0 0
12 12 0 0
12 12 0 0
12 12 0 0
12 12 0 0
12 12 0 0
12 12 0 0
12 12 0 0
12 12 0 0
12 12 0 0
12 12 0 0
12 12 0 0
12 12 0 0
0 0 12 12
0 0 12 12
0 0 12 12
0 0 12 12
0 0 16 16
0 0 16 16
0 0 16 16
0 0 -18 -18
0 0 -2 -2
0 0 18 18
0 0 -2 -2
0 0 -2 -2
16 16 0 0
16 16 0 0
0 0 16 16
0 0 18 18
0 0 -2 -2
16 16 0 0
16 16 0 0
18 18 0 0
-2 -2 0 0
18 18 0 0
16 16 0 0
-2 -2 0 0
-2 -2 0 0
0 0 16 16
0 0 16 16
16 16 0 0
-18 -18 0 0
-2 -2 0 0
